Date,Time,Address,Crime,Inside/Outside,Weapon,PostCode,District,Neighborhood,Longitude,Latitude,Location,Premise
43287,1190,0 N ABINGTON AV,6,,FIREARM,842,SOUTHWESTERN,Carroll-South Hilton,-76.67118,39.28631,"(39.28631, -76.67118)",Street
43287,1190,0 N ABINGTON AV,14,,FIREARM,842,SOUTHWESTERN,Carroll-South Hilton,-76.67118,39.28631,"(39.28631, -76.67118)",Street
43287,1185,4500 EDMONDSON AVE,3,O,,822,SOUTHWESTERN,Rognel Heights,-76.69365,39.29346,"(39.29346, -76.69365)",GAS STATIO
43287,1178,0 N ABINGTON AV,0,O,FIREARM,842,SOUTHWESTERN,Carroll-South Hilton,-76.67117,39.28604,"(39.28604, -76.67117)",STREET
43287,1170,1700 MONTPELIER ST,2,I,,411,NORTHEASTERN,Coldstream Homestead Mont,-76.59552,39.31996,"(39.31996, -76.59552)",ROW/TOWNHO
43287,1170,4300 OLD YORK RD,3,O,,524,NORTHERN,Wilson Park,-76.60787,39.34144,"(39.34144, -76.60787)",STREET
43287,1160,1800 W NORTH AVE,5,,,731,WESTERN,Mondawmin,-76.64662,39.30991,"(39.30991, -76.64662)",
43287,1140,7300 HARFORD RD,7,I,,424,NORTHEASTERN,North Harford Road,-76.54604,39.37015,"(39.37015, -76.54604)",RETAIL/SMA
43287,1134,3500 WOODLAND AVE,5,O,,614,NORTHWESTERN,Central Park Heights,-76.67355,39.34167,"(39.34167, -76.67355)",STREET
43287,1110,400 KEY HWY,5,O,,112,CENTRAL,Inner Harbor,-76.60841,39.28079,"(39.28079, -76.60841)",OTHER - OU
43287,1110,400 KEY HWY,5,O,,112,CENTRAL,Inner Harbor,-76.60841,39.28079,"(39.28079, -76.60841)",OTHER - OU
43287,1105,AV & BORCHERS LN,13,,FIREARM,814,SOUTHWESTERN,Franklintown Road,-76.6652,39.29525,"(39.29525, -76.6652)",
43287,1090,3500 BOSTON ST,7,I,,233,SOUTHEASTERN,Canton Industrial Area,-76.56694,39.27705,"(39.27705, -76.56694)",RETAIL/SMA
43287,1080,0 W BIDDLE ST,8,O,,141,CENTRAL,Mid-Town Belvedere,-76.61776,39.3034,"(39.3034, -76.61776)",PARKING LO
43287,1080,1300 APPLEBY AVE,3,O,,533,NORTHERN,Sabina-Mattfeldt,-76.6505,39.37156,"(39.37156, -76.6505)",STREET
43287,1080,2600 GARRISON BLVD,3,O,,641,NORTHWESTERN,Hanlon-Longwood,-76.67684,39.31741,"(39.31741, -76.67684)",PARKING LO
43287,1069,1000 W 41ST ST,7,O,,531,NORTHERN,Hampden,-76.63507,39.33757,"(39.33757, -76.63507)",STREET
43287,945,5800 YORK RD,0,O,OTHER,523,NORTHERN,Rosebank,-76.60998,39.36128,"(39.36128, -76.60998)",STREET
43287,900,1600 BANK ST,7,O,,213,SOUTHEASTERN,Fells Point,-76.5945,39.2866,"(39.2866, -76.5945)",STREET
43287,880,500 S BEECHFIELD AVE,2,,,833,SOUTHWESTERN,Beechfield,-76.69343,39.27375,"(39.27375, -76.69343)",
43287,870,MARTIN LUTHER KING JR BL & PENNSYLVANI,13,O,,121,CENTRAL,Heritage Crossing,-76.62629,39.29677,"(39.29677, -76.62629)",STREET
43287,862,2500 N CHARLES ST,7,I,,512,NORTHERN,Charles Village,-76.61706,39.31819,"(39.31819, -76.61706)",OTHER - IN
43287,860,MARTIN LUTHER KING JR BL & W FRANKLIN,8,O,,121,CENTRAL,Heritage Crossing,-76.62838,39.2946,"(39.2946, -76.62838)",STREET
43287,860,100 E PRATT ST,7,O,,112,CENTRAL,Inner Harbor,-76.61334,39.28657,"(39.28657, -76.61334)",STREET
43287,840,900 N CHARLES ST,7,I,,142,CENTRAL,Mount Vernon,-76.61589,39.30063,"(39.30063, -76.61589)",OTHER - IN
43287,840,3600 GREENWAY,8,O,,542,NORTHERN,Guilford,-76.61519,39.33249,"(39.33249, -76.61519)",STREET
43287,840,0 E BARNEY ST,7,O,,942,SOUTHERN,South Baltimore,-76.61242,39.26955,"(39.26955, -76.61242)",STREET
43287,820,CAREY ST & RAMSAY ST,13,O,,935,SOUTHERN,Washington Village/Pigtow,-76.63785,39.28344,"(39.28344, -76.63785)",STREET
43287,812,3100 E FAYETTE ST,2,I,,224,SOUTHEASTERN,Ellwood Park/Monument,-76.57284,39.29479,"(39.29479, -76.57284)",OTHER - IN
43287,754,6400 REISTERSTOWN RD,7,O,,631,NORTHWESTERN,Reisterstown Station,-76.70161,39.3556,"(39.3556, -76.70161)",PARKING LO
43287,750,HY & N HAVEN ST,5,I,,333,EASTERN,Kresson,-76.56308,39.29706,"(39.29706, -76.56308)",RETAIL/SMA
43287,719,600 N WOODINGTON RD,5,,,844,SOUTHWESTERN,Edmondson Village,-76.68597,39.29487,"(39.29487, -76.68597)",
43287,700,3200 WASHINGTON BLVD,5,,,831,SOUTHWESTERN,Morrell Park,-76.66262,39.2583,"(39.2583, -76.66262)",
43287,666,2500 CALVERTON HEIGHTS AVE,5,O,,723,WESTERN,Bridgeview/Greenlawn,-76.65691,39.29766,"(39.29766, -76.65691)",PORCH/DECK
43287,600,1100 N GILMOR ST,8,O,,743,WESTERN,Sandtown-Winchester,-76.64312,39.30124,"(39.30124, -76.64312)",STREET
43287,570,3300 MORAVIA RD,2,I,,426,NORTHEASTERN,Moravia-Walther,-76.56664,39.33864,"(39.33864, -76.56664)",ROW/TOWNHO
43287,560,100 S CATHERINE ST,2,,,842,SOUTHWESTERN,Shipley Hill,-76.65606,39.28526,"(39.28526, -76.65606)",
43287,555,6200 EVERALL AVE,3,O,,425,NORTHEASTERN,Glenham-Belhar,-76538,39.35097,"(39.35097, -76.538)",STREET
43287,553,800 MC ALEER CT,2,I,,312,EASTERN,Oldtown,-76.6056,39.3002,"(39.3002, -76.6056)",ROW/TOWNHO
43287,520,COLLINGTON AV & SINCLAIR LN,13,O,FIREARM,431,NORTHEASTERN,Clifton Park,-76.58763,39.3143,"(39.3143, -76.58763)",STREET
43287,495,3900 E PRATT ST,7,O,,223,SOUTHEASTERN,Baltimore Highlands,-76.5642,39.29041,"(39.29041, -76.5642)",YARD
43287,495,3900 CHESTERFIELD AVE,7,O,,432,NORTHEASTERN,Belair-Edison,-76.56268,39.3164,"(39.3164, -76.56268)",YARD
43287,480,4200 WHITE AVE,2,I,,444,NORTHEASTERN,Frankford,-76.54267,39.34309,"(39.34309, -76.54267)",SINGLE HOU
43287,480,5200 DARIEN RD,3,,,441,NORTHEASTERN,Cedonia,-76.53187,39.32749,"(39.32749, -76.53187)",
43287,450,800 S BROADWAY,5,O,,213,SOUTHEASTERN,Fells Point,-76.59352,39.28248,"(39.28248, -76.59352)",OTHER - OU
43287,420,300 LONEYS LN,2,I,,224,SOUTHEASTERN,Ellwood Park/Monument,-76.57253,39.29603,"(39.29603, -76.57253)",ROW/TOWNHO
43287,420,1300 HARLEM AVE,7,O,,713,WESTERN,Harlem Park,-76.63947,39.29686,"(39.29686, -76.63947)",STREET
43287,360,2500 W PATAPSCO AVE,3,O,,923,SOUTHERN,Lakeland,-76.65192,39.25276,"(39.25276, -76.65192)",PARKING LO
43287,290,2500 WILKENS AVE,5,,,841,SOUTHWESTERN,Millhill,-76.65543,39.27921,"(39.27921, -76.65543)",
43287,285,1500 COVINGTON ST,3,O,,943,SOUTHERN,Riverside,-76.60663,39.27241,"(39.27241, -76.60663)",STREET
43287,260,800 LINDEN AVE,7,O,,142,CENTRAL,Mount Vernon,-76.62075,39.2993,"(39.2993, -76.62075)",STREET
43287,194,600 N CAREY ST,5,,,713,WESTERN,Harlem Park,-76.63848,39.29563,"(39.29563, -76.63848)",
43287,180,4400 FRANCONIA DR,5,O,,443,NORTHEASTERN,Frankford,-76.55943,39.32708,"(39.32708, -76.55943)",PARKING LO
43287,180,3900 PASCAL AVE,8,O,,911,SOUTHERN,Curtis Bay,-76.59149,39.22969,"(39.22969, -76.59149)",DRIVEWAY
43287,161,600 E PATAPSCO AVE,7,I,,913,SOUTHERN,Brooklyn,-76.60161,39.23606,"(39.23606, -76.60161)",CONVENIENC
43287,153,1300 MYRTLE AVE,0,O,OTHER,123,CENTRAL,Upton,-76.63275,39.29907,"(39.29907, -76.63275)",STREET
43287,150,RD & PATTERSON AV,3,O,,631,NORTHWESTERN,Reisterstown Station,-76.70252,39.35617,"(39.35617, -76.70252)",STREET
43287,143,25TH ST & ST PAUL ST,2,,,514,NORTHERN,Charles Village,-76.61539,39.3179,"(39.3179, -76.61539)",
43287,129,500 N ROBINSON ST,13,I,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,-76.57295,39.29721,"(39.29721, -76.57295)",ROW/TOWNHO
43287,129,500 N ROBINSON ST,13,I,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,-76.57295,39.29721,"(39.29721, -76.57295)",ROW/TOWNHO
43287,115,100 N BROADWAY,13,O,FIREARM,212,SOUTHEASTERN,Washington Hill,-76.5941,39.29296,"(39.29296, -76.5941)",STREET
43287,93,4600 EDMONDSON AVE,11,O,FIREARM,822,SOUTHWESTERN,Hunting Ridge,-76.69559,39.29339,"(39.29339, -76.69559)",STREET
43287,75,1100 LAURENS ST,5,,,743,WESTERN,Sandtown-Winchester,-76.63753,39.30343,"(39.30343, -76.63753)",
43287,60,100 W NORTH AVE,5,I,,141,CENTRAL,Charles North,-76.61822,39.31113,"(39.31113, -76.61822)",HOTEL/MOTE
43287,60,2000 RUXTON AVE,3,O,,731,WESTERN,Mondawmin,-76.65498,39.31084,"(39.31084, -76.65498)",STREET
43287,30,ST & E HAMBURG ST,8,,,942,SOUTHERN,Federal Hill,-76.61257,39.27823,"(39.27823, -76.61257)",
43287,10,600 RAPPOLLA ST,5,I,,242,SOUTHEASTERN,Greektown,-76.55286,39.28589,"(39.28589, -76.55286)",ROW/TOWNHO
43287,1,2100 GARRISON BLVD,3,O,,812,SOUTHWESTERN,Mount Holly,-76.67501,39311,"(39.311, -76.67501)",STREET
43287,0,6600 CHANDLERY ST,7,O,,243,SOUTHEASTERN,Holabird Industrial Park,-76.53163,39.27033,"(39.27033, -76.53163)",PARKING LO
43287,0,1600 N BENTALOU ST,7,,,723,WESTERN,Coppin Heights/Ash-Co-Eas,-76.65391,39.30688,"(39.30688, -76.65391)",
43286,1420,3900 BELVIEU AVE,3,O,,643,NORTHWESTERN,Dolfield,-76.68305,39.33975,"(39.33975, -76.68305)",STREET
43286,1410,1200 EDISON HWY,0,,KNIFE,332,EASTERN,Berea,-76.57299,39.30551,"(39.30551, -76.57299)",
43286,1410,3600 LYNDALE AVE,5,I,,432,NORTHEASTERN,Belair-Edison,-76.56833,39.31662,"(39.31662, -76.56833)",WHOLESALE/
43286,1410,600 MAUDE AVE,5,O,,913,SOUTHERN,Brooklyn,-76.60034,39.23813,"(39.23813, -76.60034)",STREET
43286,1406,2000 MCCULLOH ST,0,I,OTHER,131,CENTRAL,Druid Heights,-76.6348,39.30817,"(39.30817, -76.6348)",ROW/TOWNHO
43286,1405,300 N GAY ST,0,,OTHER,211,EASTERN,Jonestown,-76.60756,39.29357,"(39.29357, -76.60756)",
43286,1390,5100 GWYNN OAK AVE,7,I,,622,NORTHWESTERN,Howard Park,-76.70197,39.33032,"(39.33032, -76.70197)",ROW/TOWNHO
43286,1380,5500 MAGNOLIA AVE,8,O,,633,NORTHWESTERN,Arlington,-76.68491,39.35112,"(39.35112, -76.68491)",STREET
43286,1380,2100 WINDSOR GARDENS LN,7,,,821,SOUTHWESTERN,Wakefield,-76.69973,39.31017,"(39.31017, -76.69973)",
43286,1380,5400 THE ALAMEDA,3,O,,523,NORTHERN,Cameron Village,-76.59759,39.3548,"(39.3548, -76.59759)",STREET
43286,1380,100 N CURLEY ST,3,O,,222,SOUTHEASTERN,Patterson Park Neighborho,-76.5756,39.29356,"(39.29356, -76.5756)",STREET
43286,1370,1200 BOLTON ST,13,O,FIREARM,132,CENTRAL,Bolton Hill,-76.62349,39.30486,"(39.30486, -76.62349)",STREET
43286,1360,300 MASON CT,0,I,OTHER,211,SOUTHEASTERN,Perkins Homes,-76.5958,39.28716,"(39.28716, -76.5958)",ROW/TOWNHO
43286,1360,3000 W NORTH AVE,5,I,,813,SOUTHWESTERN,Northwest Community Actio,-76.66783,39.30898,"(39.30898, -76.66783)",APT/CONDO
43286,1350,3200 E LOMBARD ST,2,I,,222,SOUTHEASTERN,Patterson Park Neighborho,-76.57021,39.29132,"(39.29132, -76.57021)",ROW/TOWNHO
43286,1332,500 S BOULDIN ST,7,O,,232,SOUTHEASTERN,Canton,-76.57075,39.28609,"(39.28609, -76.57075)",STREET
43286,1275,AV & SEWARD AV,3,,,444,NORTHEASTERN,Frankford,-76.5387,39.32849,"(39.32849, -76.5387)",
43286,1260,4400 FRANCONIA DR,5,I,,443,NORTHEASTERN,Frankford,-76.55839,39.32673,"(39.32673, -76.55839)",APT/CONDO
43286,1260,1300 MYRTLE AVE,8,O,,123,CENTRAL,Upton,-76.63329,39.29959,"(39.29959, -76.63329)",STREET
43286,1255,2800 W LANVALE ST,5,I,,721,WESTERN,Mosher,-76.66435,39.29714,"(39.29714, -76.66435)",ROW/TOWNHO
43286,1253,5400 RADECKE AVE,7,I,,444,NORTHEASTERN,Frankford,-76.54154,39.32919,"(39.32919, -76.54154)",CONVENIENC
43286,1208,300 S FRANKLINTOWN RD,5,,,842,SOUTHWESTERN,Shipley Hill,-76.65751,39.28332,"(39.28332, -76.65751)",
43286,1208,2400 BELAIR RD,8,,,434,NORTHEASTERN,Belair-Edison,-76.57819,39.31766,"(39.31766, -76.57819)",
43286,1200,4200 AUDREY AVE,0,,OTHER,913,SOUTHERN,Brooklyn,-76.60534,39.22954,"(39.22954, -76.60534)",
43286,1200,5900 OAKLEAF AVE,2,I,,631,NORTHWESTERN,Reisterstown Station,-76.69796,39.34953,"(39.34953, -76.69796)",CAR  REPAI
43286,1200,2800 CHESLEY AVE,8,O,,424,NORTHEASTERN,North Harford Road,-76.55282,39.36694,"(39.36694, -76.55282)",STREET
43286,1200,1200 WASHINGTON BLVD,7,O,,932,SOUTHERN,Washington Village/Pigtow,-76.63432,39.28153,"(39.28153, -76.63432)",STREET
43286,1200,1600 N PAYSON ST,3,O,,741,WESTERN,Easterwood,-76.64976,39.30676,"(39.30676, -76.64976)",STREET
43286,1187,2000 N BROADWAY,7,I,,342,EASTERN,South Clifton Park,-76.59604,39.31328,"(39.31328, -76.59604)",RETAIL/SMA
43286,1185,3000 MAYFIELD AVE,7,O,,432,NORTHEASTERN,Belair-Edison,-76.57102,39.32114,"(39.32114, -76.57102)",STREET